카드_고유키,카드회사코드,카드회사명,상품유형,상품코드,상품명,카드등급,후불교통,카드이미지,심의필일자,적재일자
카드_0,323,수협은행카드,,,,,N,20240104/cardImage_Y/.png,,20240104
카드_1,323,수협은행카드,,C00053,휴먼라이프 S1 수협카드,,N,20240104/cardImage_Y/C00053.png,준법감시인심의필상제2023-2517(2023.07.10.기준),20240104
카드_2,323,수협은행카드,,C00006,S1카드,,N,20240104/cardImage_Y/C00006.png,준법감시인심의필상제2023-2516(2023.07.10.기준),20240104
카드_3,323,수협은행카드,신용카드,C00045,biz top기업 신용카드,,N,20240104/cardImage_Y/C00045.png,준법감시인심의필상제2023-2548(2023.07.10.기준),20240104
카드_4,323,수협은행카드,,C00036,국고보조금전용카드(e나라도움카드) (개인),,N,20240104/cardImage_Y/C00036.png,준법감시인심의필상제2023-2518(2023.07.10.기준),20240104
카드_5,323,수협은행카드,신용카드,C00039,국고보조금전용카드(e나라도움카드) (기업),,N,20240104/cardImage_Y/C00039.png,준법감시인심의필상제2023-2546(2023.07.10.기준),20240104
카드_6,323,수협은행카드,신용카드,C00011,국민행복카드 (신용),,N,20240104/cardImage_Y/C00011.png,준법감시인심의필상제2023-2515(2023.07.10.기준),20240104
카드_7,323,수협은행카드,,C00021,비자플래티늄카드 (개인),,N,20240104/cardImage_Y/C00021.png,준법감시인심의필상제2023-4306(2023.12.21.기준),20240104
카드_8,323,수협은행카드,신용카드,C00035,비자플래티늄카드 (기업),,N,20240104/cardImage_Y/C00035.png,준법감시인심의필상제2023-2541(2023.07.10.기준),20240104
카드_9,323,수협은행카드,,C00022,비즈플러스,,N,20240104/cardImage_Y/C00022.png,준법감시인심의필상제2023-2545(2023.07.10.기준),20240104
카드_10,323,수협은행카드,,C00040,독도사랑카드 (개인),,N,20240104/cardImage_Y/C00040.png,준법감시인심의필상제2023-4305(2023.12.21.기준),20240104
카드_11,323,수협은행카드,신용카드,C00015,독도사랑카드 (기업),,N,20240104/cardImage_Y/C00015.png,준법감시인심의필상제2023-2543(2023.07.10.기준),20240104
카드_12,323,수협은행카드,신용카드,C00052,Feel카드(기업),,N,20240104/cardImage_Y/C00052.png,준법감시인심의필상제2023-2542(2023.07.10.기준),20240104
카드_13,323,수협은행카드,,C00003,Feel카드(개인),,N,20240104/cardImage_Y/C00003.png,준법감시인심의필상제2023-4304(2023.12.21.기준),20240104
카드_14,323,수협은행카드,신용카드,C00007,Sh그린 신용카드 (기업),,N,20240104/cardImage_Y/C00007.png,준법감시인심의필상제2023-2544(2023.07.10.기준),20240104
카드_15,323,수협은행카드,신용카드,C00029,정부구매카드,,N,20240104/cardImage_Y/C00029.png,준법감시인심의필상제2023-2549(2023.07.10.기준),20240104
카드_16,323,수협은행카드,,C00019,블루스카이카드 (기업),,N,20240104/cardImage_Y/C00019.png,준법감시인심의필상제2023-2550(2023.07.10.기준),20240104
카드_17,323,수협은행카드,체크카드,C00057,Real Zero 부경대 학생증 파트너 체크,,N,20240104/cardImage_Y/C00057.png,준법감시인심의필상제2023-2536(2023.07.10.기준),20240104
카드_18,323,수협은행카드,체크카드,C00047,국고보조금전용 체크카드(e나라도움 체크카드) (기업),,N,20240104/cardImage_Y/C00047.png,준법감시인심의필상제2023-2553(2023.07.10.기준),20240104
카드_19,323,수협은행카드,체크카드,C00046,국고보조금전용 체크카드(e나라도움 체크카드) (개인),,N,20240104/cardImage_Y/C00046.png,준법감시인심의필상제2023-2533(2023.07.10.기준),20240104
카드_20,323,수협은행카드,체크카드,C00012,국민행복카드 (체크),,N,20240104/cardImage_Y/C00012.png,준법감시인심의필상제2023-2530(2023.07.10.기준),20240104
카드_21,323,수협은행카드,체크카드,C00008,Sh그린 체크카드 (기업),,N,20240104/cardImage_Y/C00008.png,준법감시인심의필상제2023-2552(2023.07.10.기준),20240104
카드_22,323,수협은행카드,,C00030,제주도 보조금카드,,N,20240104/cardImage_Y/C00030.png,준법감시인심의필상제2023-2534(2023.07.10.기준),20240104
카드_23,326,우리카드,신용카드,102721,코웨이 우리카드 Ⅱ,,N,20240104/cardImage_Y/102721.png,여신금융협회 심의필 제 제 2023 - C1a - 12559호 (2023.11.20),20240104
카드_24,326,우리카드,신용카드,102859,SK매직 우리카드 Ⅱ,,N,20240104/cardImage_Y/102859.png,여신금융협회 심의필 제 제 2023 - C1a - 13291호 (2023.12.07),20240104
카드_25,326,우리카드,신용카드,102535,LG전자 우리카드,,N,20240104/cardImage_Y/102535.png,여신금융협회 심의필 제 제 2023 - C1a - 12788호 (2023.11.22),20240104
카드_26,326,우리카드,신용카드,102858,바디프랜드 우리카드 Ⅱ,,N,20240104/cardImage_Y/102858.png,여신금융협회 심의필 제 제 2023 - C1a - 13397호 (2023.12.11),20240104
카드_27,326,우리카드,신용카드,102724,넥센타이어 우리카드 Ⅱ,,N,20240104/cardImage_Y/102724.png,여신금융협회 심의필 제 제 2023 - C1a - 13290호 (2023.12.07),20240104
카드_28,326,우리카드,신용카드,102857,쿠쿠 우리카드,,N,20240104/cardImage_Y/102857.png,여신금융협회 심의필 제 제 2023 - C1a - 13396호 (2023.12.11),20240104
카드_29,326,우리카드,신용카드,102239,NU 갤러리아 우리카드,,N,20240104/cardImage_Y/102239.png,여신금융협회 심의필 제 2023-C1a-00803호 (2023.02.01),20240104
카드_30,326,우리카드,신용카드,102242,코오롱몰 우리카드,,N,20240104/cardImage_Y/102242.gif,여신금융협회 심의필 제 제 2022-C1a-05998호(2022.07.22),20240104
카드_31,326,우리카드,신용카드,101588,NU Uniq Point,,N,20240104/cardImage_Y/101588.png,여신금융협회 심의필 제 2022-C1h-05393호(2022.07.05),20240104
카드_32,326,우리카드,신용카드,101563,오케이몰 우리카드,,N,20240104/cardImage_Y/101563.png,여신금융협회 심의필 제 2023-C1a-10128호(2023.09.05),20240104
카드_33,326,우리카드,신용카드,100860,국민행복카드S2,,N,20240104/cardImage_Y/100860.png,여신금융협회 심의필 제2021-C1a-01539호 (2021.02.25),20240104
카드_34,326,우리카드,체크카드,100861,국민행복 체크카드S2,,N,20240104/cardImage_Y/100861.png,준법 심의필 2021-C01461(2021.08.25),20240104
카드_35,326,우리카드,신용카드,839284,AK 우리카드,,N,20240104/cardImage_Y/839284.png,여신금융협회 심의필 제 2020-C1a-01831호 (2020.03.09),20240104
카드_36,326,우리카드,신용카드,835615,카드의정석 넥센타이어렌탈 우리카드,,N,20240104/cardImage_Y/835615.png,여신금융협회 심의필 제 2021-C1a-06461호 (2021.07.21),20240104
카드_37,326,우리카드,신용카드,835068,카드의정석 NEW우리V카드,,N,20240104/cardImage_Y/835068.png,여신금융협회 심의필 제 2022 - C1a - 07509호 (2022.09.02),20240104
카드_38,326,우리카드,신용카드,208886,우리 전통시장 W카드,,N,20240104/cardImage_Y/208886.png,여신금융협회 심의필 제2019-C1a-09977호(2019.11.11),20240104
카드_39,326,우리카드,신용카드,102720,세라젬 우리카드 Ⅱ,,N,20240104/cardImage_Y/102720.png,여신금융협회 심의필 제 2023-C1a-08424호 (2023.07.27),20240104
카드_40,326,우리카드,신용카드,102361,프뢰벨 우리카드,,N,20240104/cardImage_Y/102361.png,여신금융협회 심의필 제2022-C1a-08856호(2022.10.13),20240104
카드_41,326,우리카드,신용카드,101709,더배스트 우리카드,,N,20240104/cardImage_Y/101709.png,여신금융협회 심의필 제2021-C1a-11248호(2021.12.23),20240104
카드_42,326,우리카드,신용카드,101436,렌탈페이 우리카드,,N,20240104/cardImage_Y/101436.png,여신금융협회 심의필 제 2021-C1a-04937호(2021.06.09),20240104
카드_43,326,우리카드,신용카드,834031,NEW BS렌탈 우리카드,,N,20240104/cardImage_Y/834031.png,여신금융협회 심의필 제 2018 - C1a -03619호 (2018.03.05 ~ 2021.03.04),20240104
카드_44,326,우리카드,신용카드,832061,NEW 코웨이 우리카드,,N,20240104/cardImage_Y/832061.png,여신금융협회 심의필 제 2021 - C1a - 00094호 (2021.01.08),20240104
카드_45,326,우리카드,신용카드,830678,청호나이스우리카드,,N,20240104/cardImage_Y/830678.png,여신금융협회 심의필 제 2021 - C1a - 00118호 (2021.01.08),20240104
카드_46,326,우리카드,신용카드,228154,청호나이스 Slim할부 우리카드,,N,20240104/cardImage_Y/228154.png,여신금융협회 심의필 제 2021 - C1a - 01440호 (2021.02.23),20240104
카드_47,326,우리카드,신용카드,830115,바디프랜드 Slim(슬림)할부 우리카드,,N,20240104/cardImage_Y/830115.png,준법 심의필 2019-C01417 (2019.08.02/유효기간:2022.08.15),20240104
카드_48,326,우리카드,신용카드,830102,쿠쿠 Slim(슬림)할부 우리카드,,N,20240104/cardImage_Y/830102.png,여신금융협회 심의필 제 2021 - C1a - 01441호 (2021.02.23),20240104
카드_49,326,우리카드,신용카드,227981,현대렌탈케어 우리카드,,N,20240104/cardImage_Y/227981.png,준법 심의필 2019-C00895 (2019.05.16/유효기간:2022.05.15),20240104
카드_50,326,우리카드,신용카드,227761,코웨이 Slim할부 우리카드,,N,20240104/cardImage_Y/227761.png,여신금융협회 심의필 제 2021 - C1a - 08698호 (2021.09.29),20240104
카드_51,326,우리카드,신용카드,226473,대림케어 라서즐거운카드,,N,20240104/cardImage_Y/226473.png,준법 심의필 2019-C00890 (2019.05.15/유효기간:2022.05.15),20240104
카드_52,326,우리카드,신용카드,224608,교원 웰스 우리카드,,N,20240104/cardImage_Y/224608.png,여신금융협회 심의필 제 2020 - C1a - 09265호 (2020.10.15),20240104
카드_53,326,우리카드,신용카드,224679,바디프랜드 우리카드,,N,20240104/cardImage_Y/224679.png,여신금융협회 심의필 제 2021-C1a-01439호(2021.02.23),20240104
카드_54,326,우리카드,신용카드,223476,쿠쿠 렌탈프리멤버십&lt우리카드,,N,20240104/cardImage_Y/223476.png,여신금융협회 심의필 제 2021 - C1a - 01466호 (2021.02.24),20240104
카드_55,326,우리카드,신용카드,207463,POP New 우리V카드,,N,20240104/cardImage_Y/207463.png,여신금융협회 심의필 제 2022-C1a-07464호(2022.09.02),20240104
카드_56,326,우리카드,신용카드,243838,다둥이행복카드,,N,20240104/cardImage_Y/243838.png,여신금융협회 심의필 제 2023-C1a-07871호 (2023.07.12~2024.07.11),20240104
카드_57,326,우리카드,신용카드,100930,GS칼텍스 화물복지카드,,N,20240104/cardImage_Y/100930.png,여신금융협회 심의필 제2021-C1a-02886호(2021.04.13),20240104
카드_58,326,우리카드,신용카드,100679,카드의정석 화물복지카드,,N,20240104/cardImage_Y/100679.png,여신금융협회 심의필 제 2021-C1a-04471호(2021.05.26),20240104
카드_59,326,우리카드,신용카드,834483,S-OIL화물복지50,,N,20240104/cardImage_Y/834483.png,여신금융협회 심의필 제 2020-C1a-11422호(2020.12.24),20240104
카드_60,326,우리카드,신용카드,833662,SK 화물복지 50,,N,20240104/cardImage_Y/833662.png,여신금융협회 심의필 제 2021-C1a-04759호(2021.06.04),20240104
카드_61,326,우리카드,신용카드,832087,에쓰-오일 400 우리카드,,N,20240104/cardImage_Y/832087.png,여신금융협회 심의필 제 2023 - C1a - 06463호( 2023.06.19),20240104
카드_62,326,우리카드,신용카드,832223,LPG 화물복지카드 E1,,N,20240104/cardImage_Y/832223.png,여신금융협회 심의필 제 2022 - C1a - 07461호 (2022.09.02),20240104
카드_63,326,우리카드,신용카드,227689,SK Oil 400 우리카드,,N,20240104/cardImage_Y/227689.png,준법 심의필 2021-C01513(2021.08.31),20240104
카드_64,326,우리카드,신용카드,830416,마이카 우리카드,,N,20240104/cardImage_Y/830416.png,여신금융협회 심의필 제2021-C1a-00476호(2021.01.22),20240104
카드_65,326,우리카드,신용카드,203988,우리V카드 Oil 100 [발급중단],,N,20240104/cardImage_Y/203988.png,준법 심의필 2021-C01461(2021.08.25),20240104
카드_66,326,우리카드,신용카드,203522,에코마일리지 New우리V카드,,Y,20240104/cardImage_Y/203522.png,여신금융협회 심의필 제2022-C1a-07508호(2022.09.02),20240104
카드_67,326,우리카드,신용카드,203713,큰수레비지니스내트럭건설기계카드,,N,20240104/cardImage_Y/203713.png,여신금융협회 심의필 제 2020-C1a-04913호(2020.06.09),20240104
카드_68,326,우리카드,신용카드,245399,휘닉스 우리V카드,,N,20240104/cardImage_Y/245399.png,여신금융협회 심의필 제 2022-C1a-07498호(2022.09.02),20240104
카드_69,326,우리카드,신용카드,102727,LG U+ NU 우리카드 Ⅱ,,N,20240104/cardImage_Y/102727.png,여신금융협회 심의필 제 제 2023-C1a-09116호(2023.08.14),20240104
카드_70,326,우리카드,신용카드,102723,너겟 우리카드,,N,20240104/cardImage_Y/102723.png,여신금융협회 심의필 제 2023-C1a-05504호(2023.05.25),20240104
카드_71,326,우리카드,신용카드,102725,T라이트 NU 우리카드 Ⅱ,,N,20240104/cardImage_Y/102725.png,여신금융협회 심의필 제 2023-C1a-09115호(2023.08.14),20240104
카드_72,326,우리카드,신용카드,102726,KT NU Plus 우리카드,,N,20240104/cardImage_Y/102726.png,여신금융협회 심의필 제 2023-C1a-09117호(2023.08.14),20240104
카드_73,326,우리카드,신용카드,102984,KT DC Plus 우리카드,,N,20240104/cardImage_Y/102984.png,여신금융협회 심의필 제 2023-C1a-03357호(2023.04.04),20240104
카드_74,326,우리카드,신용카드,102985,LG U+ 우리카드 Ⅱ,,N,20240104/cardImage_Y/102985.png,여신금융협회 심의필 제 2023-C1a-03080호(2023.03.30),20240104
카드_75,326,우리카드,신용카드,102981,U+알뜰폰 우리카드,,N,20240104/cardImage_Y/102981.png,여신금융협회 심의필 제 2023-C1a-01097호(2023.02.10),20240104
카드_76,326,우리카드,신용카드,102982,KT 마이알뜰폰 우리카드,,N,20240104/cardImage_Y/102982.png,여신금융협회 심의필 제 2023-C1a-01622호(2023.02.24),20240104
카드_77,326,우리카드,신용카드,226172,SK 세븐모바일 라서 즐거운카드,,N,20240104/cardImage_Y/226172.png,여신금융협회 심의필 제2020-C1a-07596호 (2020.08.24),20240104
카드_78,326,우리카드,체크카드,229124,썸(SUM)화물복지카드&lt(개인체크),,N,20240104/cardImage_Y/229124.png,여신금융협회 심의필 제 2021-C1a-04866호(2021.06.08),20240104
카드_79,326,우리카드,신용카드,227553,국방신협 우리카드,,N,20240104/cardImage_Y/227553.png,여신금융협회 심의필 제 2020-C1a-10739호(2020.12.03),20240104
카드_80,326,우리카드,신용카드,223599,우리군인연금증카드,,N,20240104/cardImage_Y/223599.png,여신금융협회 심의필 제 2020-C1a-10642호 (2020.12.01),20240104
카드_81,326,우리카드,신용카드,221274,우리 국민연금증카드,,Y,20240104/cardImage_Y/221274.png,여신금융협회 심의필 제2022-C1a-07451호(2022.09.02),20240104
카드_82,326,우리카드,신용카드,204288,그린카드 (서울형),,Y,20240104/cardImage_Y/204288.png,준법심의필 2021-A02287(2021.12.22),20240104
카드_83,326,우리카드,신용카드,204275,그린카드 (전국형),,Y,20240104/cardImage_Y/204275.png,준법 심의필 2021-A02285 (2021.12.22),20240104
카드_84,326,우리카드,신용카드,838395,알뜰교통카드(신용),,N,20240104/cardImage_Y/838395.png,여신금융협회 심의필 제 2021-C1a-03216호(2021.04.20),20240104
카드_85,326,우리카드,신용카드,228281,[골프] The Family 동부카드,,Y,20240104/cardImage_Y/228281.png,여신금융협회 심의필 제2020-C1a-11541호(2020.12.28),20240104
카드_86,326,우리카드,신용카드,228293,[문화] The Family 동부카드,,Y,20240104/cardImage_Y/228293.png,여신금융협회 심의필 제2020-C1a-11541호(2020.12.28),20240104
카드_87,326,우리카드,신용카드,830254,국기원 단증카드,,Y,20240104/cardImage_Y/830254.png,여신금융협회 심의필 제 2021 - C1a - 05169호 ( 2021.06.16 ),20240104
카드_88,326,우리카드,신용카드,228316,우리성당카드 다모아포인트,,Y,20240104/cardImage_Y/228316.png,여신금융협회 심의필 제 2022 - C1a - 09972호 (2022.11.16),20240104
카드_89,326,우리카드,신용카드,227809,한국장학재단(KOSAF) 주거래 다모아 포인트 카드,,Y,20240104/cardImage_Y/227809.png,여신금융협회 심의필 제 2022 - C1a - 09971호 (2022.11.16),20240104
카드_90,326,우리카드,신용카드,227469,한국사회복지공제회 우리 주거래카드(다모아포인트),,Y,20240104/cardImage_Y/227469.png,여신금융협회 심의필 제 2022-C1a-08203(2022.09.27~2023.09.26),20240104
카드_91,326,우리카드,신용카드,227472,경기도사회복지공제회 우리 주거래카드(다모아포인트),,Y,20240104/cardImage_Y/227472.png,여신금융협회 심의필 제 2022-C1a-08202호(2022.09.27~2023.09.26),20240104
카드_92,326,우리카드,신용카드,222202,한화생명 Family 카드 (문화형),,Y,20240104/cardImage_Y/222202.png,여신금융협회 심의필 제2020-C1a-11602호(2020.12.30),20240104
카드_93,326,우리카드,신용카드,222215,한화생명 Family카드 (골프형),,Y,20240104/cardImage_Y/222215.png,여신금융협회 심의필 제2020-C1a-11602(2020.12.30),20240104
카드_94,326,우리카드,신용카드,208624,kt family 카드,,N,20240104/cardImage_Y/208624.png,여신금융협회 심의필 제 2022-C1a-07477호 (2022.09.02),20240104
카드_95,326,우리카드,신용카드,245755,SDU-V Family 카드,,N,20240104/cardImage_Y/245755.png,,20240104
카드_96,326,우리카드,신용카드,244497,연세동문V카드(LIFE CARE),,N,20240104/cardImage_Y/244497.png,여신금융협회 심의필 제 2022 - C1a - 07497호 ( 2022.09.02 ),20240104
카드_97,326,우리카드,신용카드,244507,연세동문V카드(ASIANA),,Y,20240104/cardImage_Y/244507.png,여신금융협회 심의필 제 2022-C1a-07496호 (2022.09.02),20240104
카드_98,326,우리카드,체크카드,101967,플랫폼공제회 우리체크,,Y,20240104/cardImage_Y/101967.png,준법 심의필 2022-C00943 (2022.05.23),20240104
카드_99,326,우리카드,체크카드,837711,카드의정석 L.POINT CHECK,,Y,20240104/cardImage_Y/837711.png,준법 심의필 2022-C02084 (2022.11.10),20240104
카드_100,326,우리카드,체크카드,227977,그랑블루 체크카드,,N,20240104/cardImage_Y/227977.png,준법 심의필 2022-C02084(2022.11.10),20240104
카드_101,326,우리카드,체크카드,101683,U&ampI 우리카드(체크),,N,20240104/cardImage_Y/101683.png,준법 심의필 2021-C02089 (2021.11.26),20240104
카드_102,326,우리카드,체크카드,835123,카드의정석 COOKIE CHECK,,N,20240104/cardImage_Y/835123.png,준법 심의필 2022-C02084 (2022.11.10),20240104
카드_103,326,우리카드,체크카드,838832,카드의정석 COOKIE CHECK,,N,20240104/cardImage_Y/838832.png,준법 심의필 2022-C02084 (2022.11.10),20240104
카드_104,326,우리카드,체크카드,100814,해피포인트 우리체크 V.2,,N,20240104/cardImage_Y/100814.png,준법 심의필 2022-C02084(2022.11.10),20240104
카드_105,326,우리카드,체크카드,100069,카드의정석 HEROES CHECK,,Y,20240104/cardImage_Y/100069.png,준법 심의필 2021-C01512 (2021.08.31),20240104
카드_106,326,우리카드,체크카드,838011,카드의정석 UniMile CHECK,,N,20240104/cardImage_Y/838011.png,준법 심의필 2022-C02084 (2022.11.10),20240104
카드_107,326,우리카드,체크카드,227812,우리 한국장학재단(KOSAF) 체크카드,,Y,20240104/cardImage_Y/227812.png,준법 심의필 2021-C01461(2021.08.25),20240104
카드_108,326,우리카드,체크카드,203535,에코마일리지 우리체크카드,,N,20240104/cardImage_Y/203535.png,준법 심의필 2022-C01500 (2022.08.19),20240104
카드_109,326,우리카드,체크카드,839035,알뜰교통카드(COOKIE CHECK),,N,20240104/cardImage_Y/839035.png,준법 심의필 2022-C02084 (2022.11.10),20240104
카드_110,326,우리카드,체크카드,839378,카드의정석 APT CHECK,,N,20240104/cardImage_Y/839378.png,준법 심의필 2022-C02084 (2022.11.10),20240104
카드_111,326,우리카드,체크카드,838531,카드의 정석 K-CHECK,,N,20240104/cardImage_Y/838531.png,준법 심의필 2022-C02084 (2022.11.10),20240104
카드_112,326,우리카드,체크카드,838489,CJ ONE 우리카드 체크,,Y,20240104/cardImage_Y/838489.png,준법 심의필 2022-C02084 (2022.11.10),20240104
카드_113,326,우리카드,체크카드,835466,우리 SCHOOL CHECK,,N,20240104/cardImage_Y/835466.png,준법 심의필 2021-C01461 (2021.08.25),20240104
카드_114,326,우리카드,체크카드,832469,NEW_UNI체크,,N,20240104/cardImage_Y/832469.png,준법 심의필 2020-C02016 (2020.11.19/유효기간:2023.11.19),20240104
카드_115,326,우리카드,체크카드,833646,New 현대백화점 체크카드,,N,20240104/cardImage_Y/833646.png,준법 심의필 2023-C00655(2023.03.22),20240104
카드_116,326,우리카드,체크카드,830271,국기원 단증 체크카드,,Y,20240104/cardImage_Y/830271.png,준법 심의필 2022-C02084(2022.11.10),20240104
카드_117,326,우리카드,체크카드,228329,우리성당 체크카드,,Y,20240104/cardImage_Y/228329.png,준법 심의필 2022-C02084 (2022.11.10),20240104
카드_118,326,우리카드,체크카드,223586,우리군인연금증체크카드,,N,20240104/cardImage_Y/223586.png,여신금융협회 심의필 제 2020-C1a-10642호 (2020.12.01),20240104
카드_119,326,우리카드,체크카드,222228,한화생명 Family 체크카드,,Y,20240104/cardImage_Y/222228.png,여신금융협회 심의픨 제2020-C1a-11602호(2020.12.30),20240104
카드_120,326,우리카드,체크카드,221287,우리 국민연금증체크카드,,Y,20240104/cardImage_Y/221287.png,여신금융협회 심의필 제2022-C1a-07451호(2022.09.02),20240104
카드_121,326,우리카드,체크카드,240912,POP Woori V Check Card (외국인 전용),,N,20240104/cardImage_Y/240912.png,준법 심의필 2022-C01500 (2022.08.19),20240104
카드_122,326,우리카드,체크카드,207489,POP 우리V체크카드,,N,20240104/cardImage_Y/207489.png,준법심의필 2022 - C01500 (2022.08.19),20240104
카드_123,326,우리카드,체크카드,243757,POP 우리V스쿨카드,,N,20240104/cardImage_Y/243757.jpg,준법심의필 2022 - C01500 (2022.08.19),20240104
카드_124,326,우리카드,체크카드,201485,화물차유류구매카드(개인체크),,N,20240104/cardImage_Y/201485.png,준법 심의필 2022-C01500 (2022.08.19),20240104
카드_125,326,우리카드,체크카드,244332,다둥이행복체크카드,,N,20240104/cardImage_Y/244332.png,여신금융협회 심의필 제 2023-C1a-07871호 (2023.07.12~2024.07.11),20240104
카드_126,326,우리카드,체크카드,835453,FC EXPRESS 체크,,N,20240104/cardImage_Y/835453.png,준법 심의필 2022-C02084 (2022.11.10),20240104
카드_127,326,우리카드,체크카드,208572,우리ONE 체크카드 국제ATM,,Y,20240104/cardImage_Y/208572.png,준법 심의필 2023-C00628 (2023.03.20),20240104
카드_128,326,우리카드,체크카드,202691,우리V외국인체크카드,,N,20240104/cardImage_Y/202691.png,여신금융협회 심의필 제 2022 - C1a - 07509호 (2022.09.02),20240104
카드_129,326,우리카드,체크카드,247999,국제학생증체크카드,,N,20240104/cardImage_Y/247999.png,준법심의필 2023-C00733 (2023.03.31),20240104
카드_130,364,광주카드,신용카드,CDR20171201011,1st플래티늄 플러스카드,,Y,20240104/cardImage_Y/CDR20171201011.png,여신금융협회 심의필 제2018-C1a-14533호(12.24),20240104
카드_131,364,광주카드,신용카드,CDR20230623001,K-그린카드v2,,N,20240104/cardImage_Y/CDR20230623001.png,심의번호 : 여신금융협회 심의필 제 2023-C1a-06866호(2023.06.26.),20240104
카드_132,364,광주카드,신용카드,CDR20230613001,DUAL카드,,N,20240104/cardImage_Y/CDR20230613001.png,심의번호 : 여신금융협회 심의필 제 2023-C1a-01252호(2023.02.15),20240104
카드_133,364,광주카드,신용카드,CDR20220817001,S-OIL 주유카드,,N,20240104/cardImage_Y/CDR20220817001.png,여신금융협회 심의필 제 2022-C1a-08212호(2022.09.27),20240104
카드_134,364,광주카드,신용카드,CDR20220519001,메가박스 신용카드,,N,20240104/cardImage_Y/CDR20220519001.png,여신금융협회 심의필 제2022-c1a-04494호 (2022.06.10.),20240104
카드_135,364,광주카드,신용카드,CDR20210929001,광주전남愛사랑 HONORS V2 CARD,,N,20240104/cardImage_Y/CDR20210929001.png,준법감시인 심의필 제 2021-C1a-08907호 (2021.10.12),20240104
카드_136,364,광주카드,신용카드,CDR20210429002,불타는청춘 베테랑 신용카드,,N,20240104/cardImage_Y/CDR20210429002.png,여신금융협회 심의필 제2022-C1a-02531호 (2022.04.11.),20240104
카드_137,364,광주카드,신용카드,CDR20201221001,SK매직 KJ카드,,N,20240104/cardImage_Y/CDR20201221001.png,여신금융협회 심의필 제 2020-C1a-11539호(2020.12.28),20240104
카드_138,364,광주카드,신용카드,CDR20200910001,롯데하이마트 하트♥러브카드,,Y,20240104/cardImage_Y/CDR20200910001.png,여신금융협회 심의필 제 2020-C1a-08281호(2020.09.10),20240104
카드_139,364,광주카드,신용카드,CDR20200421001,멍이냥이카드,,Y,20240104/cardImage_Y/CDR20200421001.png,여신금융협회 심의필 제 2020-C1a-03782호 (2020.05.04),20240104
카드_140,364,광주카드,신용카드,CDR20190711001,LG전자 베스트케어카드,,Y,20240104/cardImage_Y/CDR20190711001.png,여신금융협회 심의필 제 2019-C1a-05870호(2019.07.08),20240104
카드_141,364,광주카드,신용카드,CDR20190613002,여행스케치 아시아나클럽 플래티늄카드,,N,20240104/cardImage_Y/CDR20190613002.png,여신금융협회 심의필 제2019-C1a-04443호(2019.05.28),20240104
카드_142,364,광주카드,신용카드,CDR20180228003,광주·전남愛사랑HonorsCard,,N,20240104/cardImage_Y/CDR20180228003.png,여신금융협회 심의필 제 2019 - C1a - 00207호 ( 2019.01.10 ),20240104
카드_143,364,광주카드,신용카드,CDR20180228002,광주·전남愛사랑플래티늄카드,,N,20240104/cardImage_Y/CDR20180228002.png,여신금융협회 심의필 제2019-C1a-00110호(2019.01.07),20240104
카드_144,364,광주카드,신용카드,CDR20180228001,광주·전남愛사랑카드,,N,20240104/cardImage_Y/CDR20180228001.png,여신금융협회 심의필 제2019-C1a-00109호(2019.01.07),20240104
카드_145,364,광주카드,신용카드,CDR20171202002,1st플래티늄카드,,N,20240104/cardImage_Y/CDR20171202002.png,여신금융협회 심의필 제2018-C1a-14532호(2018.12.24),20240104
카드_146,364,광주카드,신용카드,CDR20171202003,1st카드,,N,20240104/cardImage_Y/CDR20171202003.png,여신금융협회 심의필 제2019-C1a-00107호(2019.01.07),20240104
카드_147,364,광주카드,신용카드,CDR20171202004,아름다운 유·스퀘어 KJ카드,,Y,20240104/cardImage_Y/CDR20171202004.png,심의번호 여신금융협회 심의필 제2019-C1a-00108호(2019.01.07),20240104
카드_148,364,광주카드,신용카드,CDR20171202005,부자되세요 The Oil카드,,Y,20240104/cardImage_Y/CDR20171202005.png,여신금융협회 심의필 제 2019 - C1a - 00204호 ( 2019.01.10 ),20240104
카드_149,364,광주카드,신용카드,CDR20171202006,부자되세요 홈쇼핑카드,,Y,20240104/cardImage_Y/CDR20171202006.png,여신금융협회 심의필 제 2019 - C1a - 00206호 ( 2019.01.10 ),20240104
카드_150,364,광주카드,신용카드,CDR20171202007,국민행복카드,,Y,20240104/cardImage_Y/CDR20171202007.png,여신금융협회 심의필 제2023-C1a-01288호 (2023.02.16),20240104
카드_151,364,광주카드,신용카드,CDR20171202008,K-Global카드,,N,20240104/cardImage_Y/CDR20171202008.png,여신금융협회 심의필 제2019-C1a-00269(2019.01.11.),20240104
카드_152,364,광주카드,신용카드,CDR20171202010,아이행복카드,,Y,20240104/cardImage_Y/CDR20171202010.png,여신금융협회 심의필 2017-C1h-09141(2017.8.4),20240104
카드_153,364,광주카드,신용카드,CDR20171202011,동네방네 카드,,N,20240104/cardImage_Y/CDR20171202011.png,여신금융협회 심의필 제2019 - C1a - 00205호 ( 2019.01.10 ),20240104
카드_154,364,광주카드,신용카드,CDR20181109002,전남대학교 총동창회 신용카드,,N,20240104/cardImage_Y/CDR20181109002.png,여신금융협회 심의필 제2018-C1a-12154호 (2018.10.12.),20240104
카드_155,364,광주카드,신용카드,CDR20181130001,여수광양항만관리(주) 복지카드(신용),,N,20240104/cardImage_Y/CDR20181130001.png,여신금융협회 심의필 제2018-C1a-10434호 (2018.08.20.),20240104
