대출_고유키,금융회사코드,금융회사명,금융상품코드,금융상품명,기준일자,심의필일자,적재일자
대출_750,011,NH농협은행,40000079,농업종합자금,20240104,준법감시인 심의필번호2022-3010(심의일 :2022. 06. 28.),20240104
대출_751,011,NH농협은행,40000015,NH주택담보대출,20240104,준법감시인 심의필번호2023-4669(심의일:2023.10.20.),20240104
대출_752,011,NH농협은행,40000010,신나는직장인대출,20240104,준법감시인 심의필번호2023-4767 (심의일:2023.10.31.),20240104
대출_753,011,NH농협은행,40000003,공무원가계자금대출,20240104,준법감시인 심의필번호2022-3068 (심의일 : 2022.06.30.),20240104
대출_754,089,케이뱅크,250000,아파트담보대출,,2023.09.13. 준법감시인 심의필 2023-1257,20240104
대출_755,089,케이뱅크,100000,전세대출,,2023.11.13. 준법감시인 심의필 2023-1541,20240104
대출_756,089,케이뱅크,020000,예금 · 적금 담보대출,,2023.10.17. 준법감시인 심의필 2023-1423,20240104
대출_757,089,케이뱅크,240001,신용대출,,2023.12.04. 준법감시인 심의필 2023-1614 (유효기간 : 2024.12.03.),20240104
대출_758,089,케이뱅크,240002,마이너스 통장 대출,,2023.12.04. 준법감시인 심의필 2023-1615 (유효기간 : 2024.12.03.),20240104
대출_759,089,케이뱅크,240003,비상금 대출,,2023.02.22. 준법감시인 심의필 2023-236 (유효기간 : 2024.02.21.),20240104
대출_760,089,케이뱅크,200000,사잇돌대출,,2023.02.22. 준법감시인 심의필 2023-237 (유효기간 : 2024.02.21.),20240104
대출_761,089,케이뱅크,260000,사장님 신용대출,,2023.02.23. 준법감시인 심의필 2023-252,20240104
대출_762,089,케이뱅크,230000,사장님 보증서대출,,2023.10.19. 준법감시인 심의필 2023-1435 (유효기간: 2024.10.18.),20240104
대출_763,004,국민은행,LN20000159,KB 직장인든든 신용대출,20240104,심의필 제2023-3732-15호(2023.10.06)],20240104
대출_764,004,국민은행,LN20000160,KB 직장인든든 신용대출(공무원/교직원),20240104,심의필 제2023-3732-16호(2023.10.06)],20240104
대출_765,004,국민은행,LN20000161,KB 직장인든든 신용대출(금융인),20240104,심의필 제2023-3732-17호(2023.10.06)],20240104
대출_766,004,국민은행,LN20000162,KB 직장인든든 신용대출(군인),20240104,심의필 제2023-3732-18호(2023.10.06)],20240104
대출_767,004,국민은행,LN20001319,KB 비상금대출,20240104,심의필 제2023-3732-1호(2023.10.06)],20240104
대출_768,004,국민은행,LN20001347,KB 온국민 신용대출(신규),20240104,심의필 제 2023-3141-3호(2023.08.07)],20240104
대출_769,004,국민은행,LN20000029,KB 새희망홀씨Ⅱ,,"심의필 제 2023-4312-2호, 2023.10.27]",20240104
대출_770,004,국민은행,LN20000067,KB새희망홀씨 긴급생계자금,,"심의필 제 2023-1653-16호, (2023.04.28)]",20240104
대출_771,004,국민은행,LN20000063,KB i-star 직장인 신용대출(본부승인대출),,"심의필 제 2023-1766호, 2023.05.08]",20240104
대출_772,004,국민은행,LN20001321,KB 제휴 대환 신용대출,,심의필 제 2023-1653-4호 (2023.04.28)],20240104
대출_773,004,국민은행,LN20001334,KB 온국민 신용대출(갈아타기),20240104,심의필 제 2023-3141-4호(2023.08.07)],20240104
대출_774,004,국민은행,LN20001304,KB 햇살론15,,심의필 제2023-3878-2호(2023.09.25)],20240104
대출_775,004,국민은행,LN20000021,KB 공무원우대대출,20240104,"심의필 제 2023-2436-9호, 2023.07.06]",20240104
대출_776,004,국민은행,LN02000004,KB군인든든 신용대출,20240104,심의필 제 2023-3732-2호(2023.10.06)],20240104
대출_777,004,국민은행,LN20000134,신용대출 장기분할상환 전환제도,,심의필 제 2023-1653-17호(2023.04.27)],20240104
대출_778,004,국민은행,LN20000020,군인생활안정자금대출(KB i-STAR 군인생활안정자금대출),20240104,"심의필 제 2023-3732-5호, 2023.10.06]",20240104
대출_779,004,국민은행,LN20000030,KB 급여이체신용대출,20240104,심의필 제 2023-5241-2호(2023.12.26)],20240104
대출_780,004,국민은행,LN20000154,KB 군인연금 협약대출,20240104,심의필 제2023-3732-14호(2023.10.06)],20240104
대출_781,004,국민은행,LN20000106,KB 선생님든든 신용대출(교직원),20240104,"심의필 제 2023-3732-13호, 2023.10.06]",20240104
대출_782,004,국민은행,LN20000113,KB 선생님든든 신용대출(연금수급 고객)(판매중단상품(2020.3.27)),20240104,"심의필 제 2022-4134-3호, 2022.12.30]",20240104
대출_783,004,국민은행,LN20000149,KB Star 신용대출[2021.08.30 판매중단],20240104,"심의필 제2021-0750-11호, 2021.04.08]",20240104
대출_784,004,국민은행,LN20000062,KB 국민희망대출[2023.02.03. 판매중단],20240104,"심의필 제2021-3241-59호, 2021.11.29]",20240104
대출_785,004,국민은행,LN20001336,KB 국민희망대출(제2금융권대환),20240104,심의필 제 2023-3868-2호(2023.09.21)],20240104
대출_786,004,국민은행,LN20000157,KB 햇살론17[2021.07.06 판매중단],,심의필 제2021-0696-34호 (2021.04.05)],20240104
대출_787,004,국민은행,LN20001303,Liiv M 폰 드림 대출[2022.04.29 판매중단],,심의필 제 2021-2878-2호(2021.10.26)],20240104
대출_788,004,국민은행,LN20000017,KT 관련 재직직원에 대한 대출,20240104,"심의필 제 2023-3732-4호, 2023.10.06]",20240104
대출_789,004,국민은행,LN20000165,KB 내맘대로 마이너스 통장(판매중단 상품),20240104,"심의필 제2020-0991-2호, 2020.5.28",20240104
대출_790,004,국민은행,LN20001318,KB 처음EASY 신용대출,20240104,심의필 제 2023-1653-6호 (2023.04.28)],20240104
대출_791,004,국민은행,LN20000055,KB 금융전문인 우대대출[2019.09.27 판매중단],20240104,"심의필 제2020-2210-44호, 2020.11.12]",20240104
대출_792,004,국민은행,LN20001317,KB 햇살론뱅크,,심의필 제 2023-1653-18호(2023.04.28)],20240104
대출_793,004,국민은행,LN20000075,KB 사잇돌 중금리대출,20240104,"심의필 제 2023-3732-11호, 2023.10.06]",20240104
대출_794,004,국민은행,LN20000070,KB i-STAR 직장인행복신용대출[2019.02.27 판매중단],20240104,"심의필 제2019-0015-9호, 2019.01.09]",20240104
대출_795,004,국민은행,LN20000151,서울특별시 노원구 협약대출,,"심의필 제2023-1699-7호, 2023.04.28]",20240104
대출_796,004,국민은행,LN20000061,KB Star*t 신용대출[2019.09.27 판매중단],20240104,"심의필 제2019-0590-137호, 2019.04.16]",20240104
대출_797,004,국민은행,LN20000036,KB 바꿔드림론[2019.11.05 판매중단],,심의필 제 2019-0015-75호(2019.01.09)],20240104
대출_798,004,국민은행,LN20000052,KB 평생파트너 신용대출[2019.09.27 판매중단],20240104,"심의필 제2020-1714-29호, 2020.08.27]",20240104
대출_799,004,국민은행,LN20000053,KB WISE 직장인대출[2019.09.27 판매중단],20240104,"심의필 제2020-2210-45호, 2020.11.12]",20240104
대출_800,004,국민은행,LN20000056,KB 스마트 직장인대출[2019.09.27 판매중단],20240104,"심의필 제2020-2020-46호, 2020.11.12]",20240104
대출_801,004,국민은행,LN20000069,KB 징검다리론,20240104,심의필 제2022-4064-8호(2022.12.28)],20240104
대출_802,004,국민은행,LN20000048,KB사립학교교직원우대대출,20240104,"심의필 제 2023-3732-8호, 2023.10.06]",20240104
대출_803,004,국민은행,LN20000054,KB 국민행복 신용대출[2020.5.29 판매중단],20240104,"심의필 제2020-2210-48호, 2020.11.12]",20240104
대출_804,004,국민은행,LN20000057,KB 리더스 신용대출[2020.5.29 판매중단],20240104,"심의필 제2020-2210-47호, 2020.11.12]",20240104
대출_805,004,국민은행,LN20000102,KB 안전망 대출[2019.11.05 판매중단],,심의필 제 2019-0015-76호(2019.01.09)],20240104
대출_806,004,국민은행,LN20001305,KB 안전망대출II [2023.1.31 판매중단],,심의필 제2021-3241-60호(2021.11.29)],20240104
대출_807,004,국민은행,LN20000132,부산광역시 동구 협약대출[2022.06.10 판매중단],,심의필 제2021-0696-81호 (2021.4.5)],20240104
대출_808,004,국민은행,LN20001319,KB 비상금대출,20240104,심의필 제2023-3732-1호(2023.10.06)],20240104
대출_809,004,국민은행,LN20000030,KB 급여이체신용대출,20240104,심의필 제 2023-5241-2호(2023.12.26)],20240104
대출_810,004,국민은행,LN20000149,KB Star 신용대출[2021.08.30 판매중단],20240104,"심의필 제2021-0750-11호, 2021.04.08]",20240104
대출_811,004,국민은행,LN20000022,에이스(ACE) 전문직 무보증대출,20240104,"심의필 제 2023-3732-6호, 2023.10.06]",20240104
대출_812,004,국민은행,LN20000001,KB닥터론,20240104,"심의필 제 2023-3732-3호, 2023.10.06]",20240104
대출_813,004,국민은행,LN20001303,Liiv M 폰 드림 대출[2022.04.29 판매중단],,심의필 제 2021-2878-2호(2021.10.26)],20240104
대출_814,004,국민은행,LN20000308,KB로이어론,20240104,심의필 제2023-3732-20호(2023.10.06)],20240104
대출_815,004,국민은행,LN20001160,KB 주택담보대출,20240104,심의필 제2023-4016-2호 (2023.10.13)],20240104
대출_816,004,국민은행,LN20000144,주택자금대출,,심의필 제2023-1627-3호 (2023.4.27)],20240104
대출_817,004,국민은행,LN20001137,KB 주택구입자금대출(집단 입주잔금대출),,심의필 제2023-1270호 (2023.04.04)],20240104
대출_818,004,국민은행,LN20001162,KB 일반부동산 담보대출,20240104,심의필 제2023-1627-4호 (2023.4.27)],20240104
대출_819,004,국민은행,LN20000011,KB골든라이프 공사주택연금론,,심의필 제 2023-3968호(2023.10.05)],20240104
대출_820,004,국민은행,LN20000118,KB나라사랑대출(주택자금),,심의필 제2023-5273-4호(2023.12.28)],20240104
대출_821,004,국민은행,LN20000100,KB 그린리모델링 협약대출(가계),,심의필 제2023-1623-5호 (2023.4.27)],20240104
대출_822,004,국민은행,LN20000120,오피스텔 상가에 대한 중도금(잔금)대출(준주택 포함),,심의필 제2023-1720-2호 (2023.05.03)],20240104
대출_823,004,국민은행,LN20000119,임대주택중도금대출,,심의필 제2023-1720-1호 (2023.05.03)],20240104
대출_824,004,국민은행,LN20001350,KB스타 아파트담보대출,20240104,심의필 제 2023-4582호(2023.11.13)],20240104
대출_825,004,국민은행,LN20000089,한국주택금융공사 U-보금자리론,,심의필 제 2023-0373-3호(2023.01.31)],20240104
대출_826,004,국민은행,LN20000121,KB 분할상환 모기지론(판매중단 상품),20200911,심의필 제2020-1775-9호(2020.09.03)],20240104
대출_827,004,국민은행,LN20000148,KB임대보증금반환자금보증대출,20230216,심의필 제2023-0567호(2023.02.16)],20240104
대출_828,004,국민은행,LN20000027,KB 경락주택구입자금대출(판매중단 상품),20240104,심의필 제2019-1897-2호(2019.11.13)],20240104
대출_829,004,국민은행,LN20000032,FOR YOU 장기대출(판매중단 상품),20240104,심의필 제2020-1890-3호(2020.09.21)],20240104
대출_830,004,국민은행,LN20000122,일반부동산 경락자금대출(판매중단 상품),,심의필 제2019-1897-13호(2019.11.13)],20240104
대출_831,004,국민은행,LN20000126,기존 근저당권 활용 주택자금대출(판매중단 상품),,심의필 제2019-1897-12호(2019.11.13)],20240104
대출_832,004,국민은행,LN20000025,KB 주택구입자금대출(판매중단 상품),20240104,심의필 제2019-1897-10호(2019.11.13)],20240104
대출_833,004,국민은행,LN20000034,KB COFIX연동 모기지론(판매중단 상품),20240104,심의필 제2019-0590-113호(2019.04.16)],20240104
대출_834,004,국민은행,LN20000072,KB내집연금 연계대출,,심의필 제2023-1640(2023.4.28)],20240104
대출_835,004,국민은행,LN20000115,KB 골든라이프 주택연금론,20240104,심의필 제2022-0795-2호-42호 (2021.11.29)],20240104
대출_836,004,국민은행,LN20000123,주택리모델링(개량)자금대출(판매중단 상품),,심의필 제2019-1897-11호(2019.11.13)],20240104
대출_837,004,국민은행,LN20000124,주택중도금대출,,심의필 제2023-1720-3호 (2023.05.03)],20240104
대출_838,004,국민은행,LN20000125,부동산 담보대출(판매중단 상품),,심의필 제2020-1893-3호(2020.09.21)],20240104
대출_839,004,국민은행,LN20000127,주택신축자금대출(판매중단 상품),,심의필 제2019-1897-14호(2019.11.13)],20240104
대출_840,004,국민은행,LN20000135,장애인자립자금대출,,심의필 제2021-0696-80호 (2021.4.5)],20240104
대출_841,004,국민은행,LN20000136,부동산 담보대출 채무조정 전환제도,20230504,심의필 제 2023-1720-5호(2023.05.03)],20240104
대출_842,004,국민은행,LN20000137,토지분양자금대출,20181126,심의필 제2021-0696-57호 (2021.4.5)],20240104
대출_843,004,국민은행,LN20000139,주택담보대출 채무조정 전환제도,20230504,심의필 제 2023-1720-4호(2023.05.03)],20240104
대출_844,004,국민은행,LN20000143,KB 가업승계기업 상속/증여세 납부자금대출(부동산담보)[2022.9.30 판매중단],20181207,심의필 제2021-0696-90호 (2021.4.5)],20240104
대출_845,004,국민은행,LN20000152,KB 월상환액 고정형 주택담보대출,20230504,심의필 제 2023-1720-6호 (2023.05.03)],20240104
대출_846,004,국민은행,LN20000116,KB 적격전환대출,20190523,심의필 제 2021-3241-56호(2021.11.29)],20240104
대출_847,004,국민은행,LN20000117,분양토지 중도금대출,,심의필 제2023-1627-8호 (2023.04.27)],20240104
대출_848,004,국민은행,LN20000158,안심전환대출,,심의필 제 2022-3486-1호(2022.11.1)],20240104
대출_849,004,국민은행,LN30000001,부동산 담보신탁 수익증권증서 담보대출,20190726,심의필 제 2023-1627-9호(2023.04.27)],20240104
대출_850,004,국민은행,LN20000129,국민주택기금 만기대환 주택전세자금대출,,심의필 제2023-1071-35호(2023.03.28)],20240104
대출_851,004,국민은행,LN20000026,KB 주택전세자금대출 (은행재원 협약보증),20240104,심의필 제2023-1071-18호(2023.03.28)],20240104
대출_852,004,국민은행,LN20000042,징검다리전세자금보증 주택전세자금대출,20240104,심의필 제2023-4019호(2023.10.06)],20240104
대출_853,004,국민은행,LN20000049,목돈 안드는 행복 주택전세자금대출[2022.9.30판매중단],20230125,심의필 제2022-2435-4호(2022.08.01)],20240104
대출_854,004,국민은행,LN20000104,정책서민금융 이용자 특례보증 전세자금대출,20240104,심의필 제2023-1071-25호(2023.03.28)],20240104
대출_855,004,국민은행,LN20000109,사회적배려 대상자 특례보증 전세자금대출,20240104,심의필 제2023-1071-23호(2023.03.28)],20240104
대출_856,004,국민은행,LN20000110,임대주택 입주자 특례보증 전세자금대출,20240104,심의필 제2023-1071-22호(2023.03.28)],20240104
대출_857,004,국민은행,LN20000128,신용회복지원자 특례보증 주택전세자금대출,20230518,심의필 제2023-1071-24호(2023.03.28)],20240104
대출_858,004,국민은행,LN20000166,KB 신혼부부 전세자금대출,20240104,심의필 제2023-1071-19호(2023.03.28)],20240104
대출_859,004,국민은행,LN20000167,KB 다둥이 전세자금대출,20240104,심의필 제2023-1071-20호(2023.03.28)],20240104
대출_860,004,국민은행,LN20001331,[특판]KB 든든 주택전세자금대출,20240104,심의필 제2023-1071-26호(2023.03.28)],20240104
대출_861,004,국민은행,LN20001349,전세사기피해자 특례보증 전세자금대출,20240104,심의필 제2023-2820-2호(2023.07.21)],20240104
대출_862,004,국민은행,LN20000064,KB전세금안심대출,20240104,심의필 제2023-3732-24호(2023.10.06)],20240104
대출_863,004,국민은행,LN20001332,[특판] KB 든든 전세금안심대출,20240104,심의필 제2023-2081-10호(2023.06.12)],20240104
대출_864,004,국민은행,LN20000041,KB 플러스 전세자금대출,20240104,심의필 제2023-3732-23호(2023.10.06)],20240104
대출_865,004,국민은행,LN20001333,[특판] KB 든든 플러스 전세자금대출(신규임차자금),20240104,심의필 제2023-1071-30호(2023.03.28)],20240104
대출_866,004,국민은행,LN20000118,KB나라사랑대출(주택자금),,심의필 제2023-5273-4호(2023.12.28)],20240104
대출_867,004,국민은행,LN20000156,KB 청년 맞춤형 전세자금대출,20240104,심의필 제2023-0281-3호(2023.06.12.)],20240104
대출_868,004,국민은행,LN20000140,KB 군 간부 전세자금대출(기본),20231102,심의필 제2023-4278-3호(2023.10.24)],20240104
대출_869,004,국민은행,LN20000105,서울특별시 신혼부부 임차보증금대출,20240104,심의필 제 2023-2081-2호(2023.06.12)],20240104
대출_870,004,국민은행,LN20000142,KB 군 간부 전세자금대출(추가),20231102,심의필 제2023-4278-4호(2023.10.24)],20240104
대출_871,004,국민은행,LN20001120,KB WELCOME PLUS 전세자금대출,20240104,심의필 제2023-1071-29호(2023.03.28)],20240104
대출_872,004,국민은행,LN20001283,KB 부분분할 전세자금대출,20240104,심의필 제2023-2081-4호(2023.06.12)],20240104
대출_873,004,국민은행,LN20000077,KB 플러스 전세자금대출 Ⅱ,20240104,심의필 제 2023-1071-28호(2023.03.28)],20240104
대출_874,004,국민은행,LN20000084,서울특별시 청년 임차보증금대출(판매중단상품),,심의필 제 2020-2183-25호(2020.11.05)],20240104
대출_875,004,국민은행,LN20000092,KB 1코노미 오피스텔 전세자금대출[2022.9.30판매중단],20240104,심의필 제2022-2435-11호(2022.08.01)],20240104
대출_876,004,국민은행,LN20001323,서울특별시 계약갱신요구권 만료자 전세자금대출,,심의필 제 2022-3137-2호(2022.09.30),20240104
대출_877,004,국민은행,LN20000050,목돈 안드는 드림전세대출[2022.9.30판매중단],,심의필 제2022-2435-13호(2022.08.01)],20240104
대출_878,004,국민은행,LN20000130,광주광역시 재난관리기금 협약대출,,심의필 제 2023-2081-7호(2023.06.12)],20240104
대출_879,004,국민은행,LN20000065,KB 청약(주택종합저축)담보대출,,심의필 제2023-2848호 (2023.07.19)],20240104
대출_880,004,국민은행,LN20000016,당행 예부적금 등 수신금리연동담보대출,,심의필 제2023-3732-28호 (2023.10.06)],20240104
대출_881,004,국민은행,LN20000141,당타행 예부적금 등 유가증권 담보대출,20230504,심의필 제2023-1627-6호 (2023.04.27)],20240104
대출_882,004,국민은행,LN20000163,법인 예금담보 임직원대출,,심의필 제2023-1627-7호 (2023.04.27)],20240104
대출_883,004,국민은행,LN20000101,한국주택금융공사 아낌e-보금자리론,,심의필 제 2023-0373-4호(2023.01.31)],20240104
대출_884,004,국민은행,LN20000089,한국주택금융공사 U-보금자리론,,심의필 제 2023-0373-3호(2023.01.31)],20240104
대출_885,004,국민은행,LN20000107,KB 매직카대출(신차 구매用),20240104,심의필 제2023-3732-29호(2023.10.06)],20240104
대출_886,004,국민은행,LN20000047,KB 매직카대출(신차),20240104,심의필 제 2023-2436-2호 (2023.07.06)],20240104
대출_887,004,국민은행,LN20000108,KB 매직카대출(중고차 구매用),20240104,심의필 제 2023-3732-30호(2023.10.06)],20240104
대출_888,004,국민은행,LN20000071,KB 매직카대출(중고차),20240104,심의필 제 2023-2436-3호(2023.07.06)],20240104
대출_889,004,국민은행,LN20000078,KB 매직카대출(신차 대환),20240104,심의필 제 2023-2436-4호 2023.07.06)],20240104
대출_890,004,국민은행,LN20000079,KB 매직카대출(중고차 대환),20240104,심의필 제 2023-2436-5호 (2023.07.06)],20240104
대출_891,004,국민은행,LN20000111,KB 매직카대출(기존 신차할부 대환用),20240104,심의필 제2023-3732-31호(2023.10.06)],20240104
대출_892,004,국민은행,LN20000112,KB 매직카대출(기존 중고차할부 대환用),20240104,심의필 제 2023-3732-32호(2023.10.06)],20240104
대출_893,004,국민은행,LN20000169,KB 매직카 신용대출[2023.4.28 판매중단],20240104,심의필 제 2022-2896-18호 (2022.09.08)],20240104
대출_895,090,카카오뱅크,,카카오뱅크 비상금대출,20240104,준법감시인 심의필 23-0813 (2023.06.15.~2024.06.14.),20240104
대출_896,090,카카오뱅크,,카카오뱅크 마이너스 통장대출,20240104,준법감시인 심의필 23-0795 (2023.06.15.~2024.06.14.),20240104
대출_897,090,카카오뱅크,,카카오뱅크 신용대출,20240104,준법감시인 심의필 23-1915 (2023.12.05.~2024.12.04.),20240104
대출_898,090,카카오뱅크,,중고차 구매대출,20240104,,20240104
대출_900,090,카카오뱅크,,주택담보대출,20240104,준법감시인 심의필 23-1934 (2023.12.1.~2024.11.30.),20240104
대출_901,510,오케이저축은행,LP403,OK한도우대론,,OK저축은행 준법감시인 심의필 제 2023 -384호(유효기간 : 2023.10.30 ∼ 2024.10.29),20240104
대출_902,510,오케이저축은행,LP001,마이너스OK론,,OK저축은행 준법감시인 심의필 제 2023 -459호(유효기간 : 2023.12.29 ∼ 2024.12.28),20240104
대출_903,510,오케이저축은행,LP011,주부OK론,,OK저축은행 준법감시인 심의필 제 2023 -459호(유효기간 : 2023.12.29 ∼ 2024.12.28),20240104
대출_904,510,오케이저축은행,LP014,내집으로OK론,,OK저축은행 준법감시인 심의필 제 2023 -459호(유효기간 : 2023.12.29 ∼ 2024.12.28),20240104
대출_905,510,오케이저축은행,LP005,갈아타기OK론,,OK저축은행 준법감시인 심의필 제 2023 -459호(유효기간 : 2023.12.29 ∼ 2024.12.28),20240104
대출_906,510,오케이저축은행,LP002,OK론,,OK저축은행 준법감시인 심의필 제 2023 -459호(유효기간 : 2023.12.29 ∼ 2024.12.28),20240104
대출_907,510,오케이저축은행,LP019,비상금OK론,,OK저축은행 준법감시인 심의필 제 2023 -459호(유효기간 : 2023.12.29 ∼ 2024.12.28),20240104
대출_908,510,오케이저축은행,LP101,모기지OK론,,OK저축은행 준법감시인 심의필 제2023-209호(유효기간 : 2023.05.11 ∼ 2024.05.10),20240104
대출_909,510,오케이저축은행,LP201,"오토플러스OK론(A,B,C)",,OK저축은행 준법감시인 심의필 제 2023 -459호(유효기간 : 2023.12.29 ∼ 2024.12.28),20240104
대출_910,510,오케이저축은행,LP303,온라인햇살론,,OK저축은행 준법감시인 심의필 제 2023 - 438호(유효기간 : 2023.12.13 ∼ 2024.12.12),20240104
대출_911,510,오케이저축은행,LP501,숙박업OK론,,OK저축은행 준법감시인 심의필 제2023-202호(유효기간 : 2023.05.04∼2024.05.03),20240104
대출_912,510,오케이저축은행,LP502,경락잔금OK론,,OK저축은행 준법감시인 심의필 제2023-202호(유효기간 : 2023.05.04∼2024.05.03),20240104
대출_913,510,오케이저축은행,LP503,예적금담보OK론,,OK저축은행 준법감시인 심의필 제2023-202호(유효기간: 2023.05.04~2024.05.03),20240104
대출_914,510,오케이저축은행,LP507,NPL채권매입자금대출,,OK저축은행 준법감시인 심의필 제2023-406호(유효기간2023.11.16~2024.11.15),20240104
대출_915,510,오케이저축은행,LP702,PF/브릿지대출,,OK저축은행 준법감시인 심의필 제2023-406호(유효기간2023.11.16~2024.11.15),20240104
대출_916,576,한국투자저축은행,"0002, 0001, 0030",살만한 알레그로,,한국투자저축은행 준법감시인 심의필 제2023-0183호,20240104
대출_917,576,한국투자저축은행,"0002, 0001, 0003",살만한 직장인대출,,한국투자저축은행 준법감시인 심의필 제2023-0182호,20240104
대출_918,576,한국투자저축은행,"0002, 0002, 0001",수입육담보대출,,한국투자저축은행 준법감시인 심의필 제2023-0107호,20240104
대출_919,576,한국투자저축은행,"0002, 0002, 0003",예적금담보대출,,한국투자저축은행 준법감시인 심의필 제2022-0187호,20240104
대출_920,576,한국투자저축은행,"0002, 0002, 0005",경락잔금대출,,한국투자저축은행 준법감시인 심의필 제2023-0103호,20240104
대출_921,576,한국투자저축은행,"0002, 0002, 0006",부동산담보대출,,한국투자저축은행 준법감시인 심의필 제2023-0104호,20240104
대출_922,576,한국투자저축은행,"0002, 0002, 0007",사업자아파트담보대출,,한국투자저축은행 준법감시인 심의필 제2023-0105호,20240104
대출_923,576,한국투자저축은행,"0002, 0002, 0008",가계아파트담보대출,,한국투자저축은행 준법감시인 심의필 제2022-0141호,20240104
대출_924,576,한국투자저축은행,"0002, 0002, 0009",숙박시설지원자금대출,,한국투자저축은행 준법감시인 심의필 제2023-0106호,20240104
대출_925,576,한국투자저축은행,"0002, 0004, 0001",건축자금지원대출,,한국투자저축은행 준법감시인 심의필 제2023-0108호,20240104
대출_926,576,한국투자저축은행,"0002, 0002, 0042",교회 대출,,한국투자저축은행 준법감시인 심의필 제2023-0130호,20240104
대출_927,576,한국투자저축은행,"0002, 0003, 0143",스탁론,,한국투자저축은행 준법감시인 심의필 제2023-0058호,20240104
대출_928,576,한국투자저축은행,"0002, 0001, 0031",살만한 대환대출,,※ 한국투자저축은행 준법감시인 심의필 제2023-0080호,20240104
대출_929,558,웰컴저축은행,2001000006,웰컴중금리대출(자동),,웰컴저축은행 준법감시인 심의필(공) 제33호 (2023.10.24 ~ 2024.10.23),20240104
대출_930,558,웰컴저축은행,1275101028,웰컴중금리대출(전화),,웰컴저축은행 준법감시인 심의필(공) 제54호 (2023.10.10 ~ 2024.10.09),20240104
대출_931,558,웰컴저축은행,2001000005,추가/재대출,,웰컴저축은행 준법감시인 심의필(공) 제49호 (2023.10.10 ~ 2024.10.09),20240104
대출_932,558,웰컴저축은행,1275101085,기존고객자동대출,,웰컴저축은행 준법감시인 심의필(공) 제87호 (2023.10.24 ~ 2024.10.23),20240104
대출_933,558,웰컴저축은행,2001000003,사업자 신용대출,,웰컴저축은행 준법감시인 심의필(공) 제27호 (2023.10.10 ~ 2024.10.09),20240104
대출_934,558,웰컴저축은행,2001000001,직장인 신용대출,,웰컴저축은행 준법감시인 심의필(공) 제48호 (2023.10.10 ~ 2024.10.09),20240104
대출_935,558,웰컴저축은행,2001000002,여성 신용대출,,웰컴저축은행 준법감시인 심의필(공) 제29호 (2023.10.10 ~ 2024.10.09),20240104
대출_936,558,웰컴저축은행,1275101152,사업자 아파트대출,,웰컴저축은행 준법감시인 심의필(공) 제81호(2023.09.27 ~ 2024.09.26),20240104
대출_937,558,웰컴저축은행,1275101154,웰컴PC방 대출,,웰컴저축은행 준법감시인 심의필(공) 제79호 (2023.09.27 ~ 2024.09.26),20240104
대출_938,558,웰컴저축은행,1275101088,웰컴자동차담보대출,,웰컴저축은행 준법감시인 심의필(공) 제83호 (2023.10.24 ~ 2024.10.23),20240104
대출_939,558,웰컴저축은행,1275101171,온라인 햇살론,,웰컴저축은행 준법감시인 심의필 (공)제138호 (2023.10.06 ~ 2024.10.05),20240104
대출_940,558,웰컴저축은행,2004000001,햇살론(근로소득자),,웰컴저축은행 준법감시인 심의필 (공)제50호 (2023.10.06 ~ 2024.10.05)),20240104
대출_941,558,웰컴저축은행,1275101091,사업자담보대출,,웰컴저축은행 준법감시인 심의필(공) 제88호(2023.10.06 ~ 2024.10.05),20240104
대출_942,558,웰컴저축은행,1275101193,웰컴 부동산담보대출,,웰컴저축은행 준법감시인 심의필(공) 제102호(2023.09.27 ~ 2024.09.26),20240104
대출_943,558,웰컴저축은행,1275101140,사잇돌2 대출,,준법감시인 심의필(공) 제64호 (2023.10.10 ~ 2024.10.09),20240104
대출_944,558,웰컴저축은행,1275101141,사잇돌2 대출(자동),,웰컴저축은행 준법감시인 심의필(공) 제65호 (2023.10.10 ~ 2024.10.09),20240104
대출_945,558,웰컴저축은행,1275101189,웰컴 케어플러스론,,웰컴저축은행 준법감시인 심의필(공) 제106호(2023.09.27 ~ 2024.09.26),20240104
대출_946,558,웰컴저축은행,1277101104,웰컴 케어론,,웰컴저축은행 준법감시인 심의필(공) 제105호 (2023.09.27 ~ 2024.09.26),20240104
대출_947,558,웰컴저축은행,1275101146,웰컴희망대출,,웰컴저축은행 준법감시인 심의필 (공)제119호 (2023.10.10 ~ 2024.10.09),20240104
대출_948,558,웰컴저축은행,1275101198,웰컴 보증부대출,,웰컴저축은행 준법감시인 심의필(공) 제118호 (2023.07.03 ~ 2024.07.02),20240104
대출_949,558,웰컴저축은행,1275101150,대환대출,,웰컴저축은행 준법감시인 심의필(공) 제117호 (2023.10.10 ~ 2024.10.09),20240104
대출_950,558,웰컴저축은행,2004000002,햇살론(자영업자),,웰컴저축은행 준법감시인 심의필(공) 제51호 (2023.10.06 ~ 2024.10.05),20240104
대출_951,558,웰컴저축은행,1275101133,웰컴AUTO론,,웰컴저축은행 준법감시인 심의필(공) 제132호 (2023.10.06 ~ 2024.10.05),20240104
대출_952,558,웰컴저축은행,1275101170,FC프라임론,,웰컴저축은행 준법감시인 심의필(공)제134호 (2023.10.10 ~ 2024.10.09),20240104
